276039722	8	Default
161039957	8	Default
190866078	8	Default
213903129	8	Default
175264300	8	Default
198125619	8	Default
240763760	8	Default
207914386	8	Default
206922014	8	Default
208409460	8	Default
195959281	8	Default
217337801	8	Worst
213559608	8	Worst
214647169	8	Worst
200270564	8	Worst
207199243	8	Worst
221069274	8	Worst
228098712	8	Worst
210234813	8	Worst
192893365	8	Worst
93645349	8	ZBest
91523811	8	ZBest
86872159	8	ZBest
88204399	8	ZBest
93314822	8	ZBest
93286043	8	ZBest
89973152	8	ZBest
93193917	8	ZBest
75603719	8	ZBest
77380552	8	ZBest
101730605	8	ZBest
